Date,Close/Last,Volume,Open,High,Low
8/24/2023,$3.09 ,341199,$3.05 ,$3.14 ,$3.00 
8/23/2023,$3.07 ,349473,$3.12 ,$3.29 ,$2.95 
8/22/2023,$3.09 ,277395,$3.05 ,$3.10 ,$2.94 
8/21/2023,$3.09 ,616941,$2.88 ,$3.14 ,$2.88 
8/18/2023,$2.94 ,329361,$2.67 ,$3.05 ,$2.65 
8/17/2023,$2.77 ,273846,$2.67 ,$2.82 ,$2.67 
8/16/2023,$2.67 ,826270,$2.71 ,$2.87 ,$2.59 
8/15/2023,$2.75 ,3686277,$3.23 ,$3.36 ,$2.54 
8/14/2023,$2.80 ,167176,$2.92 ,$2.98 ,$2.77 
8/11/2023,$2.99 ,520774,$3.00 ,$3.36 ,$2.96 
8/10/2023,$2.99 ,61287,$2.93 ,$2.99 ,$2.90 
8/9/2023,$2.93 ,76502,$2.95 ,$3.00 ,$2.92 
8/8/2023,$2.97 ,113033,$2.84 ,$3.00 ,$2.82 
8/7/2023,$2.88 ,114596,$2.95 ,$3.00 ,$2.81 
8/4/2023,$2.92 ,120317,$2.89 ,$3.00 ,$2.82 
8/3/2023,$2.88 ,73563,$2.84 ,$2.92 ,$2.82 
8/2/2023,$2.86 ,77928,$2.88 ,$2.93 ,$2.80 
8/1/2023,$2.92 ,79571,$2.94 ,$3.00 ,$2.85 
7/31/2023,$2.95 ,197938,$2.94 ,$3.01 ,$2.92 
7/28/2023,$2.93 ,251133,$2.83 ,$3.08 ,$2.83 
7/27/2023,$2.81 ,106369,$2.87 ,$2.88 ,$2.80 
7/26/2023,$2.83 ,65539,$2.78 ,$2.87 ,$2.71 
7/25/2023,$2.78 ,214323,$2.70 ,$2.79 ,$2.68 
7/24/2023,$2.70 ,260926,$2.96 ,$3.05 ,$2.70 
7/21/2023,$2.97 ,133128,$2.99 ,$3.00 ,$2.85 
7/20/2023,$2.97 ,267973,$2.80 ,$2.98 ,$2.80 
7/19/2023,$2.81 ,150007,$2.78 ,$2.89 ,$2.74 
7/18/2023,$2.81 ,89580,$2.79 ,$2.87 ,$2.76 
7/17/2023,$2.77 ,94661,$2.74 ,$2.87 ,$2.74 
7/14/2023,$2.75 ,152994,$2.73 ,$2.84 ,$2.71 
7/13/2023,$2.74 ,277904,$2.65 ,$2.77 ,$2.62 
7/12/2023,$2.65 ,329402,$2.75 ,$2.78 ,$2.61 
7/11/2023,$2.73 ,196473,$2.84 ,$2.87 ,$2.71 
7/10/2023,$2.83 ,175397,$2.80 ,$2.89 ,$2.79 
7/7/2023,$2.82 ,183076,$2.83 ,$2.90 ,$2.79 
7/6/2023,$2.87 ,304030,$3.01 ,$3.02 ,$2.81 
7/5/2023,$3.01 ,221707,$3.14 ,$3.21 ,$3.01 
7/3/2023,$3.11 ,307925,$2.96 ,$3.13 ,$2.95 
6/30/2023,$2.95 ,245174,$3.03 ,$3.03 ,$2.85 
6/29/2023,$3.02 ,312566,$3.01 ,$3.10 ,$2.99 
6/28/2023,$3.02 ,424652,$2.78 ,$3.04 ,$2.74 
6/27/2023,$2.77 ,436184,$2.82 ,$2.82 ,$2.69 
6/26/2023,$2.80 ,243401,$2.84 ,$2.87 ,$2.71 
6/23/2023,$2.85 ,260073,$2.76 ,$2.97 ,$2.75 
6/22/2023,$2.79 ,187737,$2.72 ,$2.86 ,$2.67 
6/21/2023,$2.72 ,320504,$2.88 ,$2.88 ,$2.71 
6/20/2023,$2.77 ,242546,$2.65 ,$2.82 ,$2.62 
6/16/2023,$2.69 ,453239,$2.74 ,$2.78 ,$2.62 
6/15/2023,$2.74 ,197485,$2.71 ,$2.82 ,$2.68 
6/14/2023,$2.73 ,475629,$2.86 ,$2.91 ,$2.64 
6/13/2023,$2.89 ,371857,$3.03 ,$3.03 ,$2.88 
6/12/2023,$2.99 ,921323,$2.80 ,$3.10 ,$2.74 
6/9/2023,$2.76 ,498296,$2.58 ,$2.80 ,$2.58 
6/8/2023,$2.59 ,406275,$2.50 ,$2.61 ,$2.48 
6/7/2023,$2.54 ,358284,$2.45 ,$2.55 ,$2.39 
6/6/2023,$2.43 ,785341,$2.39 ,$2.45 ,$2.34 
6/5/2023,$2.38 ,638822,$2.48 ,$2.50 ,$2.35 
6/2/2023,$2.49 ,468475,$2.63 ,$2.65 ,$2.47 
6/1/2023,$2.62 ,193699,$2.48 ,$2.66 ,$2.46 
5/31/2023,$2.50 ,356904,$2.51 ,$2.55 ,$2.46 
5/30/2023,$2.52 ,318411,$2.61 ,$2.67 ,$2.52 
5/26/2023,$2.64 ,361051,$2.64 ,$2.70 ,$2.61 
5/25/2023,$2.66 ,224407,$2.74 ,$2.78 ,$2.65 
5/24/2023,$2.77 ,183038,$2.75 ,$2.80 ,$2.70 
5/23/2023,$2.77 ,151891,$2.79 ,$2.86 ,$2.76 
5/22/2023,$2.81 ,237961,$2.80 ,$2.87 ,$2.79 
5/19/2023,$2.81 ,245448,$2.85 ,$2.86 ,$2.74 
5/18/2023,$2.87 ,235502,$2.86 ,$2.92 ,$2.81 
5/17/2023,$2.86 ,245471,$2.92 ,$2.92 ,$2.77 
5/16/2023,$2.92 ,354306,$2.74 ,$2.93 ,$2.70 
5/15/2023,$2.78 ,313117,$2.79 ,$2.81 ,$2.71 
5/12/2023,$2.78 ,1015535,$2.79 ,$2.82 ,$2.65 
5/11/2023,$2.75 ,1300996,$2.85 ,$2.91 ,$2.66 
5/10/2023,$2.89 ,235904,$2.92 ,$2.93 ,$2.87 
5/9/2023,$2.94 ,202152,$2.96 ,$3.00 ,$2.94 
5/8/2023,$2.98 ,623069,$3.00 ,$3.17 ,$2.95 
5/5/2023,$2.99 ,490759,$3.07 ,$3.07 ,$2.95 
5/4/2023,$3.03 ,592320,$3.08 ,$3.23 ,$2.98 
5/3/2023,$3.05 ,188238,$3.05 ,$3.10 ,$2.98 
5/2/2023,$3.05 ,370352,$3.06 ,$3.07 ,$2.99 
5/1/2023,$3.10 ,526571,$3.15 ,$3.22 ,$3.01 
4/28/2023,$3.15 ,791677,$3.01 ,$3.31 ,$3.01 
4/27/2023,$3.06 ,544434,$3.02 ,$3.07 ,$2.90 
4/26/2023,$3.00 ,591884,$2.87 ,$3.07 ,$2.84 
4/25/2023,$2.84 ,742487,$3.00 ,$3.00 ,$2.80 
4/24/2023,$3.02 ,568440,$3.21 ,$3.23 ,$3.00 
4/21/2023,$3.17 ,345123,$3.13 ,$3.24 ,$3.09 
4/20/2023,$3.14 ,405682,$3.18 ,$3.25 ,$3.10 
4/19/2023,$3.19 ,737974,$3.18 ,$3.39 ,$3.13 
4/18/2023,$3.24 ,680293,$3.19 ,$3.25 ,$3.04 
4/17/2023,$3.17 ,1088726,$3.14 ,$3.32 ,$3.11 
4/14/2023,$3.14 ,791392,$3.00 ,$3.21 ,$2.97 
4/13/2023,$3.03 ,1257782,$3.08 ,$3.37 ,$2.96 
4/12/2023,$3.08 ,942363,$3.25 ,$3.27 ,$3.05 
4/11/2023,$3.25 ,621151,$3.30 ,$3.39 ,$3.23 
4/10/2023,$3.30 ,1712525,$3.43 ,$3.47 ,$3.11 
4/6/2023,$3.47 ,1891526,$3.56 ,$3.80 ,$3.41 
4/5/2023,$3.56 ,1891760,$3.39 ,$3.74 ,$3.26 
4/4/2023,$3.52 ,3088089,$3.72 ,$3.84 ,$3.37 
4/3/2023,$3.67 ,7845047,$3.03 ,$3.80 ,$3.02 
3/31/2023,$3.00 ,9756881,$3.05 ,$3.10 ,$2.65 
3/30/2023,$2.94 ,52889250,$2.87 ,$2.97 ,$2.42 
3/29/2023,$1.67 ,212666,$1.85 ,$1.85 ,$1.60 
3/28/2023,$1.82 ,231061,$1.64 ,$1.83 ,$1.63 
3/27/2023,$1.73 ,637134,$1.88 ,$1.90 ,$1.54 
3/24/2023,$1.87 ,680874,$1.75 ,$1.96 ,$1.72 
3/23/2023,$1.81 ,2868418,$2.20 ,$2.20 ,$1.51 
3/22/2023,$2.00 ,14599810,$1.66 ,$2.28 ,$1.66 
3/21/2023,$1.56 ,962087,$1.22 ,$1.59 ,$1.22 
3/20/2023,$1.15 ,30872,$1.19 ,$1.20 ,$1.15 
3/17/2023,$1.15 ,114927,$1.26 ,$1.30 ,$1.15 
3/16/2023,$1.28 ,37531,$1.27 ,$1.31 ,$1.25 
3/15/2023,$1.28 ,45632,$1.28 ,$1.33 ,$1.25 
3/14/2023,$1.31 ,63746,$1.32 ,$1.40 ,$1.31 
3/13/2023,$1.29 ,186983,$1.33 ,$1.39 ,$1.24 
3/10/2023,$1.33 ,241101,$1.55 ,$1.55 ,$1.33 
3/9/2023,$1.52 ,96115,$1.62 ,$1.67 ,$1.50 
3/8/2023,$1.64 ,43855,$1.71 ,$1.71 ,$1.64 
3/7/2023,$1.69 ,54702,$1.67 ,$1.81 ,$1.67 
3/6/2023,$1.69 ,51997,$1.78 ,$1.79 ,$1.66 
3/3/2023,$1.76 ,145141,$1.73 ,$1.79 ,$1.60 
3/2/2023,$1.73 ,164161,$1.75 ,$1.88 ,$1.67 
3/1/2023,$1.73 ,868243,$1.60 ,$2.00 ,$1.59 
2/28/2023,$1.49 ,46641,$1.48 ,$1.59 ,$1.48 
2/27/2023,$1.47 ,17304,$1.47 ,$1.54 ,$1.47 
2/24/2023,$1.46 ,40216,$1.53 ,$1.56 ,$1.46 
2/23/2023,$1.50 ,49873,$1.50 ,$1.58 ,$1.50 
2/22/2023,$1.52 ,22903,$1.54 ,$1.56 ,$1.52 
2/21/2023,$1.54 ,69398,$1.55 ,$1.59 ,$1.53 
2/17/2023,$1.53 ,49715,$1.53 ,$1.57 ,$1.53 
2/16/2023,$1.54 ,27512,$1.57 ,$1.59 ,$1.54 
2/15/2023,$1.59 ,23367,$1.55 ,$1.61 ,$1.54 
2/14/2023,$1.55 ,78287,$1.56 ,$1.63 ,$1.54 
2/13/2023,$1.57 ,39955,$1.59 ,$1.59 ,$1.56 
2/10/2023,$1.58 ,45429,$1.56 ,$1.59 ,$1.56 
2/9/2023,$1.55 ,63185,$1.59 ,$1.63 ,$1.53 
2/8/2023,$1.60 ,68440,$1.57 ,$1.63 ,$1.54 
2/7/2023,$1.57 ,74286,$1.56 ,$1.61 ,$1.56 
2/6/2023,$1.62 ,119196,$1.65 ,$1.68 ,$1.60 
2/3/2023,$1.68 ,60530,$1.73 ,$1.74 ,$1.68 
2/2/2023,$1.74 ,88908,$1.71 ,$1.79 ,$1.71 
2/1/2023,$1.71 ,133258,$1.74 ,$1.88 ,$1.68 
1/31/2023,$1.84 ,107318,$1.73 ,$1.84 ,$1.73 
1/30/2023,$1.75 ,120559,$1.76 ,$1.76 ,$1.67 
1/27/2023,$1.74 ,45798,$1.74 ,$1.80 ,$1.72 
1/26/2023,$1.75 ,77371,$1.75 ,$1.80 ,$1.72 
1/25/2023,$1.72 ,59135,$1.68 ,$1.73 ,$1.68 
1/24/2023,$1.71 ,54382,$1.70 ,$1.73 ,$1.66 
1/23/2023,$1.70 ,44382,$1.68 ,$1.75 ,$1.66 
1/20/2023,$1.68 ,29030,$1.67 ,$1.70 ,$1.64 
1/19/2023,$1.64 ,73677,$1.69 ,$1.69 ,$1.61 
1/18/2023,$1.69 ,68917,$1.82 ,$1.85 ,$1.69 
1/17/2023,$1.82 ,93828,$1.87 ,$1.91 ,$1.74 
1/13/2023,$1.88 ,150587,$1.82 ,$2.00 ,$1.82 
1/12/2023,$1.83 ,102608,$1.84 ,$1.85 ,$1.79 
1/11/2023,$1.79 ,84140,$1.69 ,$1.84 ,$1.64 
1/10/2023,$1.79 ,59431,$1.65 ,$1.79 ,$1.64 
1/9/2023,$1.67 ,105434,$1.68 ,$1.75 ,$1.65 
1/6/2023,$1.65 ,119239,$1.55 ,$1.71 ,$1.54 
1/5/2023,$1.59 ,60797,$1.58 ,$1.60 ,$1.53 
1/4/2023,$1.58 ,116670,$1.45 ,$1.58 ,$1.45 
1/3/2023,$1.44 ,118286,$1.58 ,$1.64 ,$1.43 
12/30/2022,$1.56 ,265519,$1.43 ,$1.56 ,$1.42 
12/29/2022,$1.47 ,95267,$1.45 ,$1.52 ,$1.45 
12/28/2022,$1.46 ,143819,$1.45 ,$1.54 ,$1.45 
12/27/2022,$1.52 ,154743,$1.53 ,$1.55 ,$1.49 
12/23/2022,$1.56 ,149457,$1.60 ,$1.60 ,$1.55 
12/22/2022,$1.60 ,210317,$1.70 ,$1.78 ,$1.54 
12/21/2022,$1.74 ,116996,$1.71 ,$1.93 ,$1.71 
12/20/2022,$1.70 ,146011,$1.81 ,$1.81 ,$1.63 
12/19/2022,$1.80 ,191032,$1.90 ,$1.93 ,$1.78 
12/16/2022,$1.92 ,75276,$1.95 ,$2.06 ,$1.89 
12/15/2022,$1.95 ,102267,$2.01 ,$2.09 ,$1.95 
12/14/2022,$2.06 ,164121,$2.15 ,$2.19 ,$2.05 
12/13/2022,$2.15 ,52124,$2.18 ,$2.22 ,$2.11 
12/12/2022,$2.12 ,152023,$2.07 ,$2.26 ,$2.07 
12/9/2022,$2.12 ,313352,$1.85 ,$2.28 ,$1.85 
12/8/2022,$1.89 ,56128,$1.85 ,$1.91 ,$1.80 
12/7/2022,$1.83 ,89333,$1.87 ,$1.98 ,$1.81 
12/6/2022,$1.82 ,383308,$2.10 ,$2.13 ,$1.81 
12/5/2022,$2.11 ,117259,$2.39 ,$2.39 ,$2.00 
12/2/2022,$2.30 ,131330,$2.13 ,$2.31 ,$2.13 
12/1/2022,$2.12 ,434738,$2.28 ,$2.32 ,$2.05 
11/30/2022,$2.36 ,212740,$2.44 ,$2.44 ,$2.25 
11/29/2022,$2.38 ,222897,$2.49 ,$2.49 ,$2.35 
11/28/2022,$2.45 ,124463,$2.42 ,$2.50 ,$2.42 
11/25/2022,$2.45 ,100462,$2.45 ,$2.47 ,$2.43 
11/23/2022,$2.45 ,85131,$2.43 ,$2.47 ,$2.41 
11/22/2022,$2.46 ,148873,$2.56 ,$2.56 ,$2.40 
11/21/2022,$2.49 ,245332,$2.27 ,$2.52 ,$2.26 
11/18/2022,$2.27 ,329357,$2.07 ,$2.34 ,$2.07 
11/17/2022,$2.06 ,152059,$2.01 ,$2.08 ,$1.99 
11/16/2022,$2.02 ,74765,$1.97 ,$2.05 ,$1.97 
11/15/2022,$2.02 ,125344,$2.05 ,$2.05 ,$1.98 
11/14/2022,$1.96 ,56119,$1.97 ,$2.05 ,$1.93 
11/11/2022,$1.97 ,91104,$1.91 ,$2.00 ,$1.91 
11/10/2022,$1.91 ,174136,$1.91 ,$1.97 ,$1.85 
11/9/2022,$1.80 ,375686,$2.20 ,$2.25 ,$1.76 
11/8/2022,$2.24 ,51814,$2.28 ,$2.28 ,$2.20 
11/7/2022,$2.23 ,42302,$2.25 ,$2.31 ,$2.21 
11/4/2022,$2.23 ,88927,$2.29 ,$2.30 ,$2.17 
11/3/2022,$2.26 ,104493,$2.20 ,$2.31 ,$2.20 
11/2/2022,$2.20 ,82246,$2.20 ,$2.27 ,$2.19 
11/1/2022,$2.23 ,79767,$2.36 ,$2.43 ,$2.23 
10/31/2022,$2.31 ,128874,$2.41 ,$2.47 ,$2.29 
10/28/2022,$2.42 ,74869,$2.43 ,$2.48 ,$2.40 
10/27/2022,$2.43 ,109046,$2.44 ,$2.54 ,$2.42 
10/26/2022,$2.46 ,223769,$2.35 ,$2.53 ,$2.35 
10/25/2022,$2.34 ,240948,$2.22 ,$2.37 ,$2.22 
10/24/2022,$2.22 ,235413,$2.39 ,$2.41 ,$2.22 
10/21/2022,$2.39 ,104122,$2.48 ,$2.55 ,$2.34 
10/20/2022,$2.50 ,336387,$2.91 ,$2.95 ,$2.48 
10/19/2022,$2.94 ,53850,$2.91 ,$2.99 ,$2.86 
10/18/2022,$2.91 ,66267,$2.86 ,$2.94 ,$2.86 
10/17/2022,$2.83 ,72687,$2.78 ,$2.87 ,$2.75 
10/14/2022,$2.75 ,50314,$2.79 ,$2.84 ,$2.73 
10/13/2022,$2.80 ,102350,$2.56 ,$2.86 ,$2.51 
10/12/2022,$2.78 ,92999,$2.71 ,$2.84 ,$2.71 
10/11/2022,$2.69 ,145998,$2.58 ,$2.90 ,$2.54 
10/10/2022,$2.59 ,40671,$2.59 ,$2.60 ,$2.52 
10/7/2022,$2.59 ,42178,$2.55 ,$2.59 ,$2.47 
10/6/2022,$2.53 ,29891,$2.54 ,$2.63 ,$2.52 
10/5/2022,$2.55 ,30483,$2.48 ,$2.63 ,$2.45 
10/4/2022,$2.55 ,79744,$2.46 ,$2.58 ,$2.44 
10/3/2022,$2.44 ,77598,$2.42 ,$2.47 ,$2.40 
9/30/2022,$2.40 ,51095,$2.32 ,$2.56 ,$2.32 
9/29/2022,$2.34 ,106988,$2.33 ,$2.37 ,$2.25 
9/28/2022,$2.33 ,170887,$2.30 ,$2.45 ,$2.23 
9/27/2022,$2.30 ,61899,$2.41 ,$2.43 ,$2.29 
9/26/2022,$2.34 ,58184,$2.33 ,$2.45 ,$2.29 
9/23/2022,$2.36 ,102602,$2.44 ,$2.44 ,$2.32 
9/22/2022,$2.46 ,104612,$2.52 ,$2.57 ,$2.40 
9/21/2022,$2.55 ,52475,$2.57 ,$2.58 ,$2.51 
9/20/2022,$2.59 ,67878,$2.66 ,$2.70 ,$2.53 
9/19/2022,$2.71 ,144109,$2.81 ,$2.87 ,$2.65 
9/16/2022,$2.91 ,146017,$2.85 ,$2.92 ,$2.75 
9/15/2022,$2.87 ,119665,$2.90 ,$2.95 ,$2.83 
9/14/2022,$2.93 ,164256,$2.79 ,$2.97 ,$2.73 
9/13/2022,$2.79 ,166160,$2.74 ,$2.80 ,$2.66 
9/12/2022,$2.71 ,93704,$2.56 ,$2.79 ,$2.55 
9/9/2022,$2.54 ,46970,$2.54 ,$2.60 ,$2.52 
9/8/2022,$2.50 ,49593,$2.43 ,$2.55 ,$2.43 
9/7/2022,$2.43 ,56008,$2.31 ,$2.46 ,$2.31 
9/6/2022,$2.34 ,52325,$2.42 ,$2.49 ,$2.34 
9/2/2022,$2.44 ,30968,$2.46 ,$2.51 ,$2.41 
9/1/2022,$2.46 ,83797,$2.48 ,$2.59 ,$2.39 
8/31/2022,$2.53 ,40234,$2.55 ,$2.57 ,$2.51 
8/30/2022,$2.54 ,53109,$2.63 ,$2.63 ,$2.50 
8/29/2022,$2.59 ,81318,$2.46 ,$2.62 ,$2.45 
8/26/2022,$2.51 ,223100,$2.70 ,$2.71 ,$2.33 
8/25/2022,$2.71 ,65118,$2.68 ,$2.80 ,$2.68 
8/24/2022,$2.69 ,32609,$2.68 ,$2.74 ,$2.67 
8/23/2022,$2.68 ,55309,$2.59 ,$2.71 ,$2.59 
8/22/2022,$2.59 ,93471,$2.70 ,$2.72 ,$2.58 
8/19/2022,$2.74 ,71851,$2.73 ,$2.84 ,$2.72 
8/18/2022,$2.82 ,149076,$2.95 ,$2.95 ,$2.78 
8/17/2022,$2.93 ,114728,$2.91 ,$2.95 ,$2.82 
8/16/2022,$2.89 ,127654,$2.92 ,$2.99 ,$2.89 
8/15/2022,$2.93 ,177598,$2.80 ,$3.00 ,$2.70 
8/12/2022,$2.87 ,105710,$2.72 ,$2.90 ,$2.72 
8/11/2022,$2.71 ,83378,$2.70 ,$2.75 ,$2.66 
8/10/2022,$2.69 ,114314,$2.73 ,$2.93 ,$2.64 
8/9/2022,$2.70 ,373936,$2.92 ,$2.95 ,$2.67 
8/8/2022,$2.90 ,128837,$2.86 ,$2.94 ,$2.82 
8/5/2022,$2.86 ,148985,$2.77 ,$2.86 ,$2.71 
8/4/2022,$2.75 ,177046,$2.57 ,$2.90 ,$2.54 
8/3/2022,$2.53 ,133127,$2.55 ,$2.63 ,$2.48 
8/2/2022,$2.51 ,137752,$2.44 ,$2.55 ,$2.41 
8/1/2022,$2.42 ,83938,$2.30 ,$2.44 ,$2.25 
7/29/2022,$2.31 ,65412,$2.37 ,$2.46 ,$2.29 
7/28/2022,$2.38 ,299742,$2.20 ,$2.64 ,$2.13 
7/27/2022,$2.20 ,92188,$2.09 ,$2.20 ,$2.07 
7/26/2022,$2.16 ,63475,$2.15 ,$2.20 ,$2.10 
7/25/2022,$2.15 ,82456,$2.15 ,$2.21 ,$2.09 
7/22/2022,$2.19 ,122505,$2.13 ,$2.25 ,$2.02 
7/21/2022,$2.14 ,134526,$2.26 ,$2.30 ,$2.08 
7/20/2022,$2.25 ,412526,$2.17 ,$2.60 ,$2.17 
7/19/2022,$2.12 ,250580,$2.17 ,$2.26 ,$2.12 
7/18/2022,$2.07 ,146337,$2.06 ,$2.15 ,$2.01 
7/15/2022,$2.06 ,508841,$1.92 ,$2.09 ,$1.82 
7/14/2022,$1.83 ,69625,$1.91 ,$1.91 ,$1.82 
7/13/2022,$1.90 ,42197,$1.86 ,$1.93 ,$1.86 
7/12/2022,$1.91 ,32473,$1.90 ,$1.96 ,$1.88 
7/11/2022,$1.92 ,66183,$1.96 ,$1.97 ,$1.91 
7/8/2022,$1.97 ,72404,$1.95 ,$1.98 ,$1.88 
7/7/2022,$1.92 ,57477,$1.88 ,$1.93 ,$1.86 
7/6/2022,$1.86 ,72243,$1.84 ,$1.93 ,$1.83 
7/5/2022,$1.84 ,106796,$1.85 ,$1.87 ,$1.81 
7/1/2022,$1.87 ,42584,$1.89 ,$1.91 ,$1.86 
6/30/2022,$1.86 ,42831,$1.90 ,$1.91 ,$1.83 
6/29/2022,$1.86 ,55911,$1.90 ,$1.90 ,$1.85 
6/28/2022,$1.89 ,96728,$2.00 ,$2.00 ,$1.85 
6/27/2022,$1.97 ,73445,$2.03 ,$2.03 ,$1.95 
6/24/2022,$2.06 ,118554,$1.99 ,$2.17 ,$1.99 
6/23/2022,$1.95 ,65733,$1.93 ,$1.98 ,$1.88 
6/22/2022,$1.87 ,48367,$1.84 ,$1.95 ,$1.84 
6/21/2022,$1.84 ,158950,$1.81 ,$1.94 ,$1.80 
6/17/2022,$1.78 ,285976,$1.83 ,$2.00 ,$1.77 
6/16/2022,$1.82 ,130031,$1.80 ,$1.86 ,$1.80 
6/15/2022,$1.89 ,146576,$1.84 ,$1.91 ,$1.79 
6/14/2022,$1.78 ,124033,$1.80 ,$1.85 ,$1.70 
6/13/2022,$1.77 ,148268,$1.85 ,$1.92 ,$1.76 
6/10/2022,$1.95 ,97646,$2.03 ,$2.06 ,$1.93 
6/9/2022,$2.04 ,46516,$2.12 ,$2.12 ,$2.04 
6/8/2022,$2.11 ,81326,$1.99 ,$2.18 ,$1.99 
6/7/2022,$2.03 ,141936,$2.00 ,$2.10 ,$1.97 
6/6/2022,$2.02 ,70431,$2.13 ,$2.13 ,$2.00 
6/3/2022,$2.09 ,59763,$2.12 ,$2.17 ,$2.05 
6/2/2022,$2.13 ,102739,$2.04 ,$2.19 ,$2.03 
6/1/2022,$2.06 ,138952,$2.10 ,$2.14 ,$2.01 
5/31/2022,$2.11 ,222776,$2.02 ,$2.29 ,$2.01 
5/27/2022,$2.06 ,157739,$1.87 ,$2.07 ,$1.87 
5/26/2022,$1.88 ,79721,$1.91 ,$1.95 ,$1.84 
5/25/2022,$1.90 ,148759,$1.88 ,$1.91 ,$1.83 
5/24/2022,$1.93 ,142899,$2.00 ,$2.01 ,$1.90 
5/23/2022,$2.07 ,68763,$2.15 ,$2.15 ,$2.05 
5/20/2022,$2.12 ,119454,$2.10 ,$2.21 ,$2.06 
5/19/2022,$2.10 ,87825,$2.09 ,$2.19 ,$2.06 
5/18/2022,$2.12 ,382573,$2.13 ,$2.21 ,$2.06 
5/17/2022,$2.14 ,214375,$2.12 ,$2.20 ,$2.08 
5/16/2022,$2.09 ,209646,$2.13 ,$2.20 ,$2.03 
5/13/2022,$2.07 ,292367,$1.93 ,$2.07 ,$1.93 
5/12/2022,$1.87 ,270027,$1.81 ,$1.98 ,$1.81 
5/11/2022,$1.87 ,176231,$1.95 ,$2.07 ,$1.85 
5/10/2022,$1.98 ,242752,$1.96 ,$2.02 ,$1.89 
5/9/2022,$1.97 ,388584,$2.22 ,$2.22 ,$1.93 
5/6/2022,$2.24 ,225776,$2.41 ,$2.41 ,$2.21 
5/5/2022,$2.43 ,161944,$2.61 ,$2.65 ,$2.40 
